Optimizer,Sharpe Ratio,Total Return,Max Drawdown,Profit Factor,Win Rate
BAYESIAN,3.4694488262454604,0.6375605437146723,-0.2775988155125505,2.361959629776447,0.3399999999932
CVFS_CMAES,3.850860636176927,0.08610309636725155,-0.03986475642932964,2.5607493541094777,0.3599999999928
TURBO,0.45165077255336084,0.011789426136129544,-0.08431658995026059,1.1233861811394357,0.1799999999964
